interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,timestamp_seconds,response_time_sec,efficiency_score,confidence_norm,impact_score,low_confidence_flag,high_impact_flag,slow_response_flag,low_feedback_flag,risk_score,risk_level
INT-101322,2025-07-14 15:56:31.854823,Operations,Executive,What is customer churn rate?,Finance,ROI,Descriptive,0.88,216,4.0,Low,,0.216,0.8223684210526316,0.888888888888889,1.0,0,0,0,0,0.0,Low Risk
INT-101323,2025-09-29 06:42:31.854824,Operations,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.76,774,2.0,High,,0.774,0.5636978579481398,0.7676767676767677,3.0,0,1,0,1,0.4,Medium Risk
INT-101324,2025-10-24 07:36:31.854826,Marketing,Intern,Which campaign had highest ROI?,Sales,Revenue,Predictive,0.63,2002,2.0,,,2.002,0.33311125916055967,0.6363636363636364,,0,0,1,1,0.30000000000000004,Medium Risk
INT-101325,2025-12-11 17:12:31.854828,Finance,Intern,Show monthly revenue trend,Finance,Churn Rate,Descriptive,0.92,1262,3.0,,,1.262,0.4420866489832007,0.9292929292929294,,0,0,0,0,0.0,Low Risk
INT-101326,2025-12-15 00:27:31.854830,Finance,Manager,Show monthly revenue trend,Marketing,ROI,Trend Analysis,0.97,329,2.0,Medium,,0.329,0.7524454477050414,0.9797979797979798,2.0,0,0,0,1,0.1,Low Risk
INT-101328,2025-05-21 08:38:31.854833,Operations,Executive,Compare sales performance by region,Sales,Revenue,Trend Analysis,0.66,1673,1.0,Low,,1.673,0.37411148522259635,0.6666666666666667,1.0,0,0,0,1,0.1,Low Risk
INT-101329,2025-06-20 05:51:31.854835,Sales,Analyst,What is customer churn rate?,Finance,ROI,Trend Analysis,0.73,1149,4.0,High,,1.149,0.4653327128897161,0.7373737373737373,3.0,0,1,0,0,0.3,Medium Risk
INT-101330,2025-11-10 13:19:31.854838,Operations,Intern,Compare sales performance by region,Finance,Churn Rate,Descriptive,0.83,1268,4.0,,,1.268,0.4409171075837743,0.8383838383838383,,0,0,0,0,0.0,Low Risk
INT-101331,2025-05-24 00:23:31.854839,Operations,Executive,Show monthly revenue trend,Finance,Revenue,Predictive,0.72,415,3.0,High,,0.415,0.7067137809187279,0.7272727272727273,3.0,0,1,0,0,0.3,Medium Risk
INT-101332,2025-04-28 05:36:31.854841,HR,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.84,1823,5.0,High,,1.823,0.35423308537017356,0.8484848484848485,3.0,0,1,0,0,0.3,Medium Risk
INT-101333,2025-06-30 21:46:31.854843,Sales,Manager,Which campaign had highest ROI?,Sales,Revenue,Descriptive,0.98,1638,4.0,Low,,1.638,0.37907505686125853,0.98989898989899,1.0,0,0,0,0,0.0,Low Risk
INT-101335,2025-11-23 15:52:31.854847,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.74,2146,2.0,Medium,,2.146,0.3178639542275906,0.7474747474747475,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101336,2025-07-04 22:29:31.854848,Marketing,Analyst,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.96,1663,1.0,High,,1.663,0.37551633496057074,0.9696969696969697,3.0,0,1,0,1,0.4,Medium Risk
INT-101337,2025-12-01 08:40:31.854850,Sales,Manager,Forecast next quarter revenue,Finance,Conversion Rate,Trend Analysis,0.82,816,2.0,Low,,0.816,0.5506607929515419,0.8282828282828283,1.0,0,0,0,1,0.1,Low Risk
INT-101338,2025-05-28 01:50:31.854852,HR,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Predictive,0.65,2069,3.0,Medium,,2.069,0.3258390355164549,0.6565656565656566,2.0,0,0,1,0,0.2,Low Risk
INT-101339,2025-12-17 17:04:31.854854,Operations,Analyst,What is customer churn rate?,Marketing,Profit Margin,Trend Analysis,0.79,500,3.0,Low,,0.5,0.6666666666666666,0.797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-101340,2025-04-19 13:54:31.854856,Sales,Executive,Forecast next quarter revenue,Revenue,Churn Rate,Trend Analysis,0.85,1184,5.0,Medium,,1.184,0.45787545787545786,0.8585858585858586,2.0,0,0,0,0,0.0,Low Risk
INT-101341,2025-10-10 01:04:31.854857,Sales,Intern,Show monthly revenue trend,Marketing,ROI,Predictive,0.93,1394,3.0,High,,1.394,0.4177109440267335,0.9393939393939394,3.0,0,1,0,0,0.3,Medium Risk
INT-101343,2025-06-16 00:46:31.854861,Operations,Manager,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.72,360,3.0,High,,0.36,0.7352941176470589,0.7272727272727273,3.0,0,1,0,0,0.3,Medium Risk
INT-101344,2025-07-14 07:42:31.854863,Marketing,Manager,Forecast next quarter revenue,Customer,Churn Rate,Descriptive,0.66,2018,4.0,Medium,,2.018,0.3313452617627568,0.6666666666666667,2.0,0,0,1,0,0.2,Low Risk
INT-101345,2025-10-18 11:25:31.854865,HR,Manager,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.63,1775,3.0,Low,,1.775,0.3603603603603604,0.6363636363636364,1.0,0,0,0,0,0.0,Low Risk
INT-101346,2025-12-11 02:32:31.854866,Marketing,Manager,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.89,225,2.0,Medium,,0.225,0.8163265306122448,0.898989898989899,2.0,0,0,0,1,0.1,Low Risk
INT-101347,2025-04-17 12:25:31.854868,Operations,Analyst,Show monthly revenue trend,Sales,Churn Rate,Descriptive,0.91,282,5.0,,,0.282,0.7800312012480499,0.9191919191919192,,0,0,0,0,0.0,Low Risk
INT-101348,2025-07-29 18:36:31.854870,Sales,Executive,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.76,372,2.0,Low,,0.372,0.728862973760933,0.7676767676767677,1.0,0,0,0,1,0.1,Low Risk
INT-101349,2025-05-14 08:33:31.854872,Sales,Manager,Which campaign had highest ROI?,Finance,Conversion Rate,Predictive,0.75,1198,5.0,Low,,1.198,0.45495905368516837,0.7575757575757576,1.0,0,0,0,0,0.0,Low Risk
INT-101350,2025-12-31 11:34:31.854874,Operations,Executive,What is customer churn rate?,Finance,ROI,Descriptive,0.97,1908,4.0,Medium,,1.908,0.343878954607978,0.9797979797979798,2.0,0,0,0,0,0.0,Low Risk
INT-101351,2025-09-13 02:35:31.854876,Sales,Executive,Compare sales performance by region,Sales,ROI,Predictive,0.96,205,5.0,Medium,,0.205,0.8298755186721991,0.9696969696969697,2.0,0,0,0,0,0.0,Low Risk
INT-101352,2025-08-16 17:47:31.854877,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.69,724,4.0,Medium,,0.724,0.580046403712297,0.6969696969696969,2.0,0,0,0,0,0.0,Low Risk
INT-101353,2025-08-03 00:23:31.854879,Sales,Manager,Show monthly revenue trend,Marketing,Revenue,Trend Analysis,0.9,2310,3.0,Medium,,2.31,0.3021148036253776,0.9090909090909092,2.0,0,0,1,0,0.2,Low Risk
INT-101354,2025-03-02 19:48:31.854881,HR,Analyst,What is customer churn rate?,Customer,ROI,Descriptive,0.84,2245,4.0,,,2.245,0.3081664098613251,0.8484848484848485,,0,0,1,0,0.2,Low Risk
INT-101355,2026-01-04 21:40:31.854883,HR,Manager,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.66,960,1.0,High,,0.96,0.5102040816326531,0.6666666666666667,3.0,0,1,0,1,0.4,Medium Risk
INT-101356,2025-11-30 07:43:31.854885,Finance,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.74,404,3.0,Low,,0.404,0.7122507122507123,0.7474747474747475,1.0,0,0,0,0,0.0,Low Risk
INT-101357,2025-11-02 20:35:31.854887,Marketing,Executive,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.67,1096,1.0,High,,1.096,0.47709923664122134,0.6767676767676768,3.0,0,1,0,1,0.4,Medium Risk
INT-101358,2025-03-09 06:19:31.854888,Operations,Manager,Show monthly revenue trend,Marketing,ROI,Predictive,0.72,1988,3.0,High,,1.988,0.33467202141900937,0.7272727272727273,3.0,0,1,0,0,0.3,Medium Risk
INT-101359,2025-12-10 03:18:31.854890,Operations,Intern,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.84,2287,2.0,High,,2.287,0.304228780042592,0.8484848484848485,3.0,0,1,1,1,0.6,Medium Risk
INT-101361,2025-05-30 23:17:31.854894,Finance,Intern,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.75,2235,4.0,Medium,,2.235,0.3091190108191654,0.7575757575757576,2.0,0,0,1,0,0.2,Low Risk
INT-101363,2025-07-22 18:46:31.854897,Finance,Analyst,Forecast next quarter revenue,Customer,Revenue,Trend Analysis,0.63,1076,1.0,High,,1.076,0.4816955684007707,0.6363636363636364,3.0,0,1,0,1,0.4,Medium Risk
INT-101364,2025-10-07 23:32:31.854900,Operations,Manager,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.89,1024,4.0,Medium,,1.024,0.49407114624505927,0.898989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-101365,2025-11-30 04:02:31.854903,Marketing,Executive,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.76,1682,3.0,Low,,1.682,0.37285607755406414,0.7676767676767677,1.0,0,0,0,0,0.0,Low Risk
INT-101366,2025-10-22 08:30:31.854906,Sales,Analyst,What is customer churn rate?,Sales,Profit Margin,Trend Analysis,0.79,2016,3.0,Medium,,2.016,0.33156498673740054,0.797979797979798,2.0,0,0,1,0,0.2,Low Risk
INT-101367,2025-07-09 16:20:31.854910,HR,Manager,What is customer churn rate?,Sales,Conversion Rate,Trend Analysis,0.98,1301,5.0,Low,,1.301,0.43459365493263796,0.98989898989899,1.0,0,0,0,0,0.0,Low Risk
INT-101369,2025-05-22 12:23:31.854916,Finance,Executive,What is customer churn rate?,Customer,Churn Rate,Predictive,0.85,799,2.0,Medium,,0.799,0.5558643690939411,0.8585858585858586,2.0,0,0,0,1,0.1,Low Risk
INT-101371,2025-09-29 10:37:31.854930,Operations,Executive,Compare sales performance by region,Customer,Revenue,Predictive,0.95,1137,4.0,Medium,,1.137,0.4679457182966776,0.9595959595959596,2.0,0,0,0,0,0.0,Low Risk
INT-101373,2025-03-31 22:00:31.854936,Finance,Intern,Compare sales performance by region,Customer,Profit Margin,Predictive,0.69,2337,4.0,Low,,2.337,0.2996703626011387,0.6969696969696969,1.0,0,0,1,0,0.2,Low Risk
INT-101375,2025-11-25 00:29:31.854940,Marketing,Intern,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.63,1467,5.0,Low,,1.467,0.40535062829347385,0.6363636363636364,1.0,0,0,0,0,0.0,Low Risk
INT-101376,2025-05-19 00:13:31.854941,Finance,Executive,Show monthly revenue trend,Revenue,ROI,Descriptive,0.98,621,2.0,Medium,,0.621,0.6169031462060457,0.98989898989899,2.0,0,0,0,1,0.1,Low Risk
INT-101377,2025-09-24 02:18:31.854943,Marketing,Intern,Forecast next quarter revenue,Sales,Churn Rate,Predictive,0.74,1405,3.0,Low,,1.405,0.41580041580041577,0.7474747474747475,1.0,0,0,0,0,0.0,Low Risk
INT-101378,2025-05-01 23:23:31.854945,Sales,Executive,Show monthly revenue trend,Finance,ROI,Predictive,0.92,1857,2.0,Low,,1.857,0.35001750087504374,0.9292929292929294,1.0,0,0,0,1,0.1,Low Risk
INT-101379,2025-07-22 08:04:31.854947,Marketing,Manager,Compare sales performance by region,Revenue,ROI,Descriptive,0.72,2300,4.0,Medium,,2.3,0.30303030303030304,0.7272727272727273,2.0,0,0,1,0,0.2,Low Risk
INT-101380,2025-06-20 10:20:31.854948,Sales,Manager,Show monthly revenue trend,Finance,Revenue,Trend Analysis,0.85,1213,5.0,Low,,1.213,0.4518752824220515,0.8585858585858586,1.0,0,0,0,0,0.0,Low Risk
INT-101381,2025-12-08 12:07:31.854950,Sales,Executive,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.98,884,5.0,Low,,0.884,0.5307855626326964,0.98989898989899,1.0,0,0,0,0,0.0,Low Risk
INT-101382,2025-12-29 23:16:31.854952,Marketing,Intern,What is customer churn rate?,Sales,Churn Rate,Descriptive,0.94,2426,4.0,High,,2.426,0.29188558085230587,0.9494949494949495,3.0,0,1,1,0,0.5,Medium Risk
INT-101383,2025-07-29 14:35:31.854954,Finance,Manager,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.66,492,3.0,Medium,,0.492,0.6702412868632708,0.6666666666666667,2.0,0,0,0,0,0.0,Low Risk
INT-101384,2025-03-22 01:59:31.854955,Operations,Analyst,Compare sales performance by region,Finance,ROI,Trend Analysis,0.81,1277,2.0,High,,1.277,0.43917435221783047,0.8181818181818182,3.0,0,1,0,1,0.4,Medium Risk
INT-101385,2026-01-07 04:54:31.854957,Operations,Manager,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.74,215,2.0,Medium,,0.215,0.8230452674897119,0.7474747474747475,2.0,0,0,0,1,0.1,Low Risk
INT-101386,2025-06-15 00:07:31.854959,Sales,Analyst,What is customer churn rate?,Customer,ROI,Descriptive,0.77,375,4.0,,,0.375,0.7272727272727273,0.7777777777777778,,0,0,0,0,0.0,Low Risk
INT-101387,2025-12-03 11:20:31.854961,Sales,Intern,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.73,1763,2.0,Low,,1.763,0.3619254433586681,0.7373737373737373,1.0,0,0,0,1,0.1,Low Risk
INT-101388,2025-06-10 03:19:31.854963,Finance,Analyst,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.73,1629,2.0,Medium,,1.629,0.3803727653100038,0.7373737373737373,2.0,0,0,0,1,0.1,Low Risk
INT-101389,2025-06-27 18:20:31.854964,HR,Analyst,What is customer churn rate?,Revenue,Conversion Rate,Descriptive,0.81,1690,3.0,Medium,,1.69,0.3717472118959108,0.8181818181818182,2.0,0,0,0,0,0.0,Low Risk
INT-101390,2025-04-06 17:01:31.854966,Marketing,Analyst,Show monthly revenue trend,Sales,Churn Rate,Descriptive,0.67,2103,1.0,,,2.103,0.32226877215597804,0.6767676767676768,,0,0,1,1,0.30000000000000004,Medium Risk
INT-101391,2025-10-27 06:44:31.854968,Sales,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.81,328,2.0,Medium,,0.328,0.753012048192771,0.8181818181818182,2.0,0,0,0,1,0.1,Low Risk
INT-101392,2025-08-19 12:56:31.854970,Operations,Manager,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.71,1083,2.0,High,,1.083,0.48007681228996635,0.7171717171717171,3.0,0,1,0,1,0.4,Medium Risk
INT-101394,2025-04-27 05:18:31.854973,Marketing,Manager,Forecast next quarter revenue,Finance,Churn Rate,Descriptive,0.89,625,2.0,High,,0.625,0.6153846153846154,0.898989898989899,3.0,0,1,0,1,0.4,Medium Risk
INT-101395,2025-03-24 15:36:31.854975,Finance,Analyst,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.61,949,5.0,High,,0.949,0.5130836326321191,0.6161616161616161,3.0,0,1,0,0,0.3,Medium Risk
INT-101396,2025-08-25 19:32:31.854977,Marketing,Executive,Compare sales performance by region,Finance,Revenue,Predictive,0.75,943,2.0,,,0.943,0.514668039114771,0.7575757575757576,,0,0,0,1,0.1,Low Risk
INT-101397,2025-09-27 20:04:31.854983,Marketing,Intern,Show monthly revenue trend,Finance,Revenue,Predictive,0.76,1226,5.0,High,,1.226,0.44923629829290207,0.7676767676767677,3.0,0,1,0,0,0.3,Medium Risk
INT-101398,2025-06-20 13:59:31.854984,Sales,Analyst,What is customer churn rate?,Sales,ROI,Descriptive,0.79,678,4.0,Medium,,0.678,0.5959475566150179,0.797979797979798,2.0,0,0,0,0,0.0,Low Risk
INT-101399,2025-10-10 21:33:31.854999,Finance,Executive,Show monthly revenue trend,Marketing,Churn Rate,Predictive,0.86,1175,5.0,Low,,1.175,0.4597701149425288,0.8686868686868687,1.0,0,0,0,0,0.0,Low Risk
INT-101400,2025-10-29 17:03:31.855002,Finance,Analyst,What is customer churn rate?,Sales,Revenue,Predictive,0.74,243,5.0,Medium,,0.243,0.8045052292839904,0.7474747474747475,2.0,0,0,0,0,0.0,Low Risk
INT-101401,2025-07-26 11:46:31.855005,Operations,Analyst,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.68,2402,4.0,Low,,2.402,0.29394473838918284,0.686868686868687,1.0,0,0,1,0,0.2,Low Risk
INT-101403,2025-10-02 16:38:31.855012,Sales,Executive,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.98,1759,4.0,Medium,,1.759,0.3624501631025734,0.98989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-101404,2025-06-23 14:00:31.855016,Sales,Intern,Which campaign had highest ROI?,Finance,Churn Rate,Trend Analysis,0.61,2139,4.0,High,,2.139,0.31857279388340237,0.6161616161616161,3.0,0,1,1,0,0.5,Medium Risk
INT-101405,2026-01-31 07:23:31.855021,HR,Executive,Forecast next quarter revenue,Finance,Revenue,Predictive,0.81,298,3.0,Low,,0.298,0.7704160246533127,0.8181818181818182,1.0,0,0,0,0,0.0,Low Risk
INT-101407,2025-06-19 21:33:31.855027,Marketing,Analyst,What is customer churn rate?,Sales,Conversion Rate,Trend Analysis,0.71,347,5.0,Medium,,0.347,0.7423904974016333,0.7171717171717171,2.0,0,0,0,0,0.0,Low Risk
INT-101408,2025-05-02 21:11:31.855030,Finance,Manager,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.73,2370,2.0,High,,2.37,0.29673590504451036,0.7373737373737373,3.0,0,1,1,1,0.6,Medium Risk
INT-101409,2026-02-08 21:59:31.855033,Sales,Analyst,Forecast next quarter revenue,Revenue,Churn Rate,Trend Analysis,0.85,311,4.0,Low,,0.311,0.7627765064836003,0.8585858585858586,1.0,0,0,0,0,0.0,Low Risk
INT-101410,2025-07-02 10:03:31.855036,Finance,Intern,Forecast next quarter revenue,Customer,Revenue,Predictive,0.67,1222,5.0,Medium,,1.222,0.45004500450045004,0.6767676767676768,2.0,0,0,0,0,0.0,Low Risk
INT-101411,2026-02-02 08:09:31.855039,Finance,Executive,Which campaign had highest ROI?,Customer,Conversion Rate,Trend Analysis,0.96,267,5.0,,,0.267,0.7892659826361484,0.9696969696969697,,0,0,0,0,0.0,Low Risk
INT-101413,2026-01-23 06:27:31.855044,Operations,Executive,Show monthly revenue trend,Finance,ROI,Trend Analysis,0.73,1952,2.0,High,,1.952,0.33875338753387535,0.7373737373737373,3.0,0,1,0,1,0.4,Medium Risk
INT-101414,2025-09-08 21:48:31.855047,Sales,Executive,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.9,1831,3.0,High,,1.831,0.3532320734722713,0.9090909090909092,3.0,0,1,0,0,0.3,Medium Risk
INT-101415,2025-09-08 20:00:31.855050,Finance,Executive,Which campaign had highest ROI?,Finance,Conversion Rate,Trend Analysis,0.61,1509,4.0,Low,,1.509,0.3985651654045437,0.6161616161616161,1.0,0,0,0,0,0.0,Low Risk
INT-101416,2025-04-16 02:43:31.855053,Sales,Analyst,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.77,2477,2.0,,,2.477,0.2876042565429969,0.7777777777777778,,0,0,1,1,0.30000000000000004,Medium Risk
INT-101417,2025-07-30 20:16:31.855057,Marketing,Executive,Compare sales performance by region,Marketing,Revenue,Trend Analysis,0.74,359,3.0,High,,0.359,0.7358351729212657,0.7474747474747475,3.0,0,1,0,0,0.3,Medium Risk
INT-101418,2025-09-06 04:00:31.855060,HR,Executive,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.73,1984,4.0,Low,,1.984,0.3351206434316354,0.7373737373737373,1.0,0,0,0,0,0.0,Low Risk
INT-101419,2025-07-12 19:20:31.855063,Marketing,Analyst,What is customer churn rate?,Finance,ROI,Predictive,0.73,2008,2.0,Medium,,2.008,0.3324468085106383,0.7373737373737373,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101420,2026-02-07 14:56:31.855066,Sales,Executive,Forecast next quarter revenue,Customer,Revenue,Descriptive,0.61,2433,3.0,Medium,,2.433,0.2912904165452957,0.6161616161616161,2.0,0,0,1,0,0.2,Low Risk
INT-101421,2025-07-08 12:20:31.855069,Sales,Analyst,Forecast next quarter revenue,Revenue,Churn Rate,Descriptive,0.66,1213,2.0,High,,1.213,0.4518752824220515,0.6666666666666667,3.0,0,1,0,1,0.4,Medium Risk
INT-101422,2025-07-12 16:26:31.855073,Operations,Intern,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.66,1076,4.0,Low,,1.076,0.4816955684007707,0.6666666666666667,1.0,0,0,0,0,0.0,Low Risk
INT-101423,2025-06-01 16:45:31.855076,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.99,751,3.0,High,,0.751,0.5711022272986865,1.0,3.0,0,1,0,0,0.3,Medium Risk
INT-101424,2026-02-05 23:11:31.855079,Finance,Intern,Compare sales performance by region,Marketing,Profit Margin,Descriptive,0.61,1375,2.0,Low,,1.375,0.42105263157894735,0.6161616161616161,1.0,0,0,0,1,0.1,Low Risk
INT-101425,2026-01-23 10:41:31.855082,Marketing,Executive,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.67,1363,4.0,High,,1.363,0.4231908590774439,0.6767676767676768,3.0,0,1,0,0,0.3,Medium Risk
INT-101426,2025-06-18 10:36:31.855085,HR,Manager,Forecast next quarter revenue,Customer,Revenue,Predictive,0.98,1590,1.0,Medium,,1.59,0.3861003861003861,0.98989898989899,2.0,0,0,0,1,0.1,Low Risk
INT-101428,2025-04-18 22:19:31.855092,Operations,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Predictive,0.78,2394,3.0,Medium,,2.394,0.2946375957572186,0.787878787878788,2.0,0,0,1,0,0.2,Low Risk
INT-101429,2025-04-15 18:28:31.855096,Marketing,Manager,Which campaign had highest ROI?,Customer,Conversion Rate,Trend Analysis,0.63,1508,5.0,High,,1.508,0.39872408293460926,0.6363636363636364,3.0,0,1,0,0,0.3,Medium Risk
INT-101430,2026-01-14 23:12:31.855098,Marketing,Analyst,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.86,1692,3.0,Medium,,1.692,0.3714710252600297,0.8686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-101431,2025-06-22 02:39:31.855100,Operations,Manager,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.65,1441,5.0,High,,1.441,0.40966816878328555,0.6565656565656566,3.0,0,1,0,0,0.3,Medium Risk
INT-101432,2025-11-13 19:36:31.855102,HR,Executive,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.86,635,2.0,Low,,0.635,0.6116207951070336,0.8686868686868687,1.0,0,0,0,1,0.1,Low Risk
INT-101433,2025-12-01 13:30:31.855104,Operations,Executive,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.98,931,2.0,High,,0.931,0.5178663904712584,0.98989898989899,3.0,0,1,0,1,0.4,Medium Risk
INT-101434,2025-07-01 01:43:31.855105,HR,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.81,1368,5.0,High,,1.368,0.42229729729729726,0.8181818181818182,3.0,0,1,0,0,0.3,Medium Risk
INT-101435,2025-07-03 19:25:31.855107,Operations,Intern,What is customer churn rate?,Sales,ROI,Trend Analysis,0.68,2064,2.0,Medium,,2.064,0.3263707571801567,0.686868686868687,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101436,2025-10-29 02:33:31.855109,Operations,Executive,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.84,1500,4.0,High,,1.5,0.4,0.8484848484848485,3.0,0,1,0,0,0.3,Medium Risk
INT-101437,2025-10-15 15:33:31.855111,Sales,Analyst,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.8,1977,3.0,Medium,,1.977,0.33590863285186423,0.8080808080808082,2.0,0,0,0,0,0.0,Low Risk
INT-101438,2025-07-30 10:21:31.855112,Marketing,Manager,Which campaign had highest ROI?,Finance,ROI,Trend Analysis,0.81,259,4.0,,,0.259,0.7942811755361399,0.8181818181818182,,0,0,0,0,0.0,Low Risk
INT-101441,2025-06-01 21:01:31.855118,Finance,Analyst,What is customer churn rate?,Customer,ROI,Descriptive,0.82,1718,3.0,High,,1.718,0.36791758646063283,0.8282828282828283,3.0,0,1,0,0,0.3,Medium Risk
INT-101442,2025-08-18 05:49:31.855120,Marketing,Executive,What is customer churn rate?,Sales,Revenue,Descriptive,0.98,535,3.0,High,,0.535,0.6514657980456026,0.98989898989899,3.0,0,1,0,0,0.3,Medium Risk
INT-101444,2025-10-07 11:49:31.855123,Marketing,Analyst,Forecast next quarter revenue,Marketing,Profit Margin,Predictive,0.7,1792,5.0,,,1.792,0.35816618911174786,0.7070707070707071,,0,0,0,0,0.0,Low Risk
INT-101445,2025-11-02 20:38:31.855125,Finance,Manager,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.88,484,1.0,Medium,,0.484,0.6738544474393531,0.888888888888889,2.0,0,0,0,1,0.1,Low Risk
INT-101446,2025-06-02 14:33:31.855127,Operations,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.68,2376,4.0,,,2.376,0.2962085308056872,0.686868686868687,,0,0,1,0,0.2,Low Risk
INT-101447,2025-06-29 10:58:31.855129,Operations,Manager,Show monthly revenue trend,Revenue,Profit Margin,Descriptive,0.91,2115,2.0,Medium,,2.115,0.32102728731942215,0.9191919191919192,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101449,2025-12-25 20:37:31.855132,Finance,Executive,Show monthly revenue trend,Marketing,Churn Rate,Trend Analysis,0.78,1159,2.0,Medium,,1.159,0.46317739694302923,0.787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-101450,2025-10-26 13:46:31.855134,HR,Manager,Which campaign had highest ROI?,Customer,Churn Rate,Descriptive,0.91,1821,4.0,,,1.821,0.3544842254519674,0.9191919191919192,,0,0,0,0,0.0,Low Risk
INT-101451,2026-02-07 17:03:31.855136,Sales,Intern,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.71,270,4.0,Medium,,0.27,0.7874015748031495,0.7171717171717171,2.0,0,0,0,0,0.0,Low Risk
INT-101453,2025-03-11 09:27:31.855140,Finance,Manager,Show monthly revenue trend,Revenue,Profit Margin,Descriptive,0.85,1523,5.0,High,,1.523,0.39635354736424894,0.8585858585858586,3.0,0,1,0,0,0.3,Medium Risk
INT-101454,2025-08-10 20:09:31.855142,Sales,Intern,Show monthly revenue trend,Finance,ROI,Trend Analysis,0.76,2423,2.0,Medium,,2.423,0.29214139643587494,0.7676767676767677,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101455,2025-08-04 00:13:31.855144,Operations,Manager,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.77,1083,4.0,Medium,,1.083,0.48007681228996635,0.7777777777777778,2.0,0,0,0,0,0.0,Low Risk
INT-101457,2025-05-31 19:20:31.855147,Operations,Executive,Show monthly revenue trend,Sales,Churn Rate,Descriptive,0.68,342,4.0,Medium,,0.342,0.7451564828614009,0.686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-101458,2025-04-27 08:50:31.855149,Sales,Intern,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.87,1246,4.0,Low,,1.246,0.4452359750667854,0.8787878787878788,1.0,0,0,0,0,0.0,Low Risk
INT-101459,2025-07-31 04:59:31.855151,Operations,Intern,Which campaign had highest ROI?,Finance,ROI,Predictive,0.88,2428,5.0,,,2.428,0.29171528588098017,0.888888888888889,,0,0,1,0,0.2,Low Risk
